position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
2488,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",CazwsqrmPEs,2012-10-09T17:02:28Z,"2012-10-09 17:02:28","Edna's Story | Revlon UCLA Breast Center","Edna Baradas was nearing the end of her pregnancy when she found a lump. She asked doctors to delay telling her the results of their tests, and it wasn't until shortly after daughter Ella's birth that Edna learned she had breast cancer. Receiving the news she had cancer so soon after the birth of her child was a shock. ""I just remember thinking, 'Oh, what if I'm not around?'"" Edna says. She turned for help to the Revlon/UCLA Breast Center. There, the specialists who would be involved in her care -- from the radiologist who would read her scans and the pathologist who would review her slides to the medical radiation oncologist and breast surgeon -- work within close walking distance to each other, easing the burden on patients who must be seen by many different specialists during the course of their treatment. Edna and her medical team opted for removal of both her breasts, followed immediately by reconstruction using a flap of Edna's own abdominal tissue. ""We had to remove the cancer, but at the same time reconstruct her [to] avoid the sense of loss for her as far as her body image,"" says plastic and reconstructive surgeon Jaco Festekjian, M.D. ""The most aesthetic and good-looking outcomes are the ones that are done immediately at the time of the mastectomy."" For Edna, the entire experience was something of a ""whirlwind,"" but she says the care and compassion she received at the Breast Center helped to guide her to the decisions that were right for her. ""When I think of my hopes and dreams for our family, I just know I'll be around that long,"" she says. http://breastcenter.ucla.edu/westwood","breast cancer,revlon,ucla breast center,westwood,Dr. John Glaspy,Dr. Raquel Prati,Dr. Jaco Festekjian,mastectomy",28,"Science & Technology","Health,Knowledge",PT4M24S,264,2d,sd,false,,,,,,,,1960,4,,0,0
2489,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",HgjmffJdLfM,2012-10-09T17:02:08Z,"2012-10-09 17:02:08","UCLA Physicians Treat L.A.'s Uninsured at Free Clinic","Nearly 3,800 patients lined up for health care services provided by a small army of volunteer health care professionals - including nearly 200 volunteers from the UCLA Health System and the schools of dentistry and nursing. Organized by Care Harbor in collaboration with L.A. Care Health Plan and Dignity Health, and co-sponsored by the UCLA Health System, the Sept. 27-30 clinic provided free medical, dental and vision services for those who are uninsured or otherwise can't afford proper health care. Learn more at http://ucla.in/QGOk1p.","ucla physicians,care harbor health clinic,ucla health system,ucla school of dentistry,ucla school of nursing,dr carol mangione,dr anne coleman,jules stein eye institute,affordable care act,los angeles,dr drejung tarn",28,"Science & Technology","Health,Society",PT4M50S,290,2d,sd,false,,,,,,,,575,3,,0,0
2490,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6LWSO57_eAY,2012-09-10T14:42:44Z,"2012-09-10 14:42:44","Avril Lavigne introduces Holiday Cards by Mattel Children's Hospital UCLA","Avril Lavigne loves the Chase Child Life Program holiday cards, designed by young patients at Mattel Children's Hospital UCLA. Support the Child Life / Child Development Program at Mattel Children's Hospital UCLA by purchasing your holiday cards www.uclahealth.org/holidaycards.","Avril Lavigne,2012 Holiday Cards,UCLA,Children's Hospital,Holiday Cards",28,"Science & Technology",Entertainment,PT49S,49,2d,hd,false,,,https://i.ytimg.com/vi/6LWSO57_eAY/maxresdefault.jpg,,,,,6585,106,,0,4
2491,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",V4Np6okcQl4,2012-08-27T16:33:47Z,"2012-08-27 16:33:47","New SOLITAIRE Device to Treat Stroke Patients at UCLA | UCLA Vital Signs Newsletter","Learn more about the UCLA Stroke Center at http://stroke.ucla.edu/.","Stroke Treatment,Jeffery Saver MD,UCLA Stroke Center",28,"Science & Technology",Health,PT4M20S,260,2d,sd,false,,,,,,,,6511,18,,0,1
2492,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",FpjkB9k595w,2012-08-15T15:53:18Z,"2012-08-15 15:53:18","Transcatheter Aortic Valve Replacement | Transcatheter Aortic Valve Replacement Program at UCLA","The video shows one of the first Transcatheter Aortic Valve Replacement procedures at Ronald Reagan UCLA Medical Center. The transcatheter aortic valve replacement (TAVR) for appropriate patients with aortic valve stenosis who are not candidates for open surgery to replace their natural aortic valve. The procedure resembles a balloon angioplasty, in which a catheter - a long, flexible tube - is threaded through an artery and a balloon device on the end inflates to help open up a narrowing in an artery in the heart. In the case of TAVR, the replacement valve collapses to a very small diameter and is crimped onto the balloon device. The surgeon positions the replacement valve inside the patient's natural aortic valve and inflates the balloon. This causes the replacement valve to expand, pushing the faulty valve aside. The replacement valve begins to function as soon as the balloon catheter deflates to permit the flow of blood. To learn more about the Transcatheter Aortic Valve Replacement Program, please visit http://www.uclahealth.org/tavr","Aortic Stenosis,TAVR,Heart Valve Replacement,UCLA,William Suh,Jonathan Tobis,Richard Shemin,Murray Kwon,Gabriel Vorobiof",28,"Science & Technology","Health,Knowledge",PT1M5S,65,2d,hd,false,,,https://i.ytimg.com/vi/FpjkB9k595w/maxresdefault.jpg,,,,,11123,22,,0,1
2493,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",xOfwhyu1dzY,2012-08-08T22:07:47Z,"2012-08-08 22:07:47","Young Scholars Program | UCLA School of Nursing","As America ages the healthcare industry will be increasingly challenged on how to train and prepare professionals to care for older patients and for the unique and complicated attention they often require. The UCLA School of Nursing ""Young Scholars"" Program encourages students to pursue academic careers with a focus on older adults. Students accepted into the program are matched with faculty mentors and participate in a variety of projects including co-authorship of research or clinically focused articles, podium and poster research presentations, and involvement as paid research assistants on faculty research grants. Here, four students in the program discuss why they became ""Young Scholars."" Learn more about the UCLA School of Nursing program by visiting http://nursing.ucla.edu/.","Caring for Older Adults,Gerontology,Aging,Future Nurses,Gerontology Career,Gerontological Nursing,Nursing Curriculum,Nursing Education,Geriatric Healthcare,UCLA,School of Nursing,Nursing",28,"Science & Technology","Health,Knowledge",PT3M59S,239,2d,hd,false,,,https://i.ytimg.com/vi/xOfwhyu1dzY/maxresdefault.jpg,,,,,463,2,,0,0
2494,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",DRDK6sqGyBU,2012-07-31T01:02:33Z,"2012-07-31 01:02:33","Preparing for Outpatient Surgery | UCLA Surgery Center, Santa Monica",http://uclahealth.org/SurgeryCenterSantaMonica,"surgery center,outpatient surgery,santa monica,UCLA Health System",28,"Science & Technology","Health,Society",PT7M41S,461,2d,sd,false,,,,,,,,6721,25,,0,0
2495,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",jE8r5cE5RaM,2012-07-20T01:11:02Z,"2012-07-20 01:11:02","UCLA RFO Weight Loss Program featured on Fox News","Fox News Highlights UCLA Weight loss Program KTTV-Channel 11 News on May 21, 2012 ran a story on the UCLA Center for Human Nutrition's Risk Factor Obesity (RFO) program. Two patients who each lost at least 100 pounds were featured. Dr. David Heber, professor of medicine and center director, was interviewed and also appeared in-studio discussing liquid diets, food addiction and compulsive eating. The story was reprised on the FOX 10:00 p.m. news on May 21 and Good Day L.A. on May 23. Learn more about RFO Weightloss at http://rfoweightloss.med.ucla.edu or contact us at (310) 825-8173. video courtesy of KTTV-Channel 11 News","RFO Weight Loss,obesity,Dr. David Heber,Risk Factor Obesity,liquid diets,food addiction,compulsive eating",28,"Science & Technology","Health,Society,Television_program",PT5M1S,301,2d,sd,false,,,,,,,,5428,42,,0,14
2496,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Wk1is8hDWZE,2012-07-05T22:20:19Z,"2012-07-05 22:20:19","Lung Transplant Recipient Defies All Odds","Meara Schmidt, 28, almost died a few weeks ago. Lying in her hospital bed at UCLA, the seriously ill cystic fibrosis patient felt herself slipping away and her life flashing by. But then the image of her husband appeared, and she knew she was not ready to go. A series of dramatic medical ups and downs had Schmidt ""on"" the transplant list, then ""off"" the list. At one point, her right lung stopped functioning, her left lung only partially worked and a machine that provided oxygen had to be dialed up to 100 percent. Twice, when her tracheostomy and mechanical ventilation was insufficient to provide enough oxygen, she was put on a last-ditch life-support system called extra-corporeal membrane oxygenation, or ECMO, which took over her breathing function through a cannula surgically placed in her neck. But she would not give up. In fact, while on ECMO and attached to a tower of medicine lines and pumps, she was able to get up and walk. Traditionally, patients on ECMO are sedated and immobile, but a new innovative ambulatory ECMO approach has been shown to help certain patients gain strength and muscle mass in preparation for surgery. With this new ""bridge"" approach, Schmidt was not sedated but alert and able to walk, which helped keep her well enough for transplant surgery. She was also working hard to gain weight and fight off various disease-related infections. But despite her determination, her condition was declining and time was running out. ""Meara's tenaciousness and her sufficient recovery from ECMO convinced us that we should still pursue transplantation,"" said Dr. David Ross, a professor of pulmonology and medical director of the UCLA Lung Transplant Program. ""I seldom witness 'miracles of medicine,' but shortly after she was listed again on the active transplant list, the perfect pair of donor lungs became available."" Learn more about Meara's Story at http://ucla.in/OaRN3m. Learn more about transplantation at UCLA at transplants.ucla.edu","Lung Transplant,ECMO,UCLA
UCLA Transplants,Dr Abbas Ardehali",28,"Science & Technology",Health,PT19S,19,2d,sd,false,,,,,,,,15669,137,,0,2
2497,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",4205g0STCjo,2012-07-02T22:18:58Z,"2012-07-02 22:18:58","Real Questions | Reproductive Surgery, Obstetrics and Gynecology UCLA","What is reproductive surgery? Learn more at http://obgyn.ucla.edu","Tsung-Chieh Jackson Wu MD PhD,Reproductive Endocrinology,Reproductive Surgery,Infertility,UCLA,OBGYN,Obstetrics,Gynecology,Infertility Treatment",28,"Science & Technology","Health,Knowledge",PT46S,46,2d,hd,false,,,https://i.ytimg.com/vi/4205g0STCjo/maxresdefault.jpg,,,,,834,2,,0,0
2498,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",W1P1ScaAt9M,2012-07-02T22:02:50Z,"2012-07-02 22:02:50","Real Questions | PCOS, Obstetrics and Gynecology UCLA","How is PCOS treated? Learn more at http://obgyn.ucla.edu","Daniel Dumesic MD,PCOS,Polycystic Ovary Syndrome,UCLA,OBGYN,Obstetrics,Gynecology",28,"Science & Technology","Health,Knowledge",PT46S,46,2d,hd,false,,,https://i.ytimg.com/vi/W1P1ScaAt9M/maxresdefault.jpg,,,,,1178,5,,0,1
2499,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",nrDYrn1vjVM,2012-07-02T21:59:09Z,"2012-07-02 21:59:09","Real Questions | PCOS, Obstetrics and Gynecology UCLA","What is PCOS? Learn more at http://obgyn.ucla.edu","Daniel Dumesic MD,PCOS,Polycystic Ovary Syndrome,UCLA,OBGYN,Obstetrics,Gynecology",28,"Science & Technology","Health,Knowledge",PT42S,42,2d,hd,false,,,https://i.ytimg.com/vi/nrDYrn1vjVM/maxresdefault.jpg,,,,,3021,4,,0,2
2500,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",cVRedZ6fJY0,2012-07-02T21:44:07Z,"2012-07-02 21:44:07","Real Questions | Subfertility, Obstetrics and Gynecology UCLA","When is a couple subfertile? Learn more at http://obgyn.ucla.edu","Kathleen,Brennan,MD,Infertility,Subfertility,UCLA,OBGYN,Obstetrics,Gynecology",28,"Science & Technology","Health,Knowledge",PT48S,48,2d,hd,false,,,https://i.ytimg.com/vi/cVRedZ6fJY0/maxresdefault.jpg,,,,,1640,4,,0,0
2501,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",9iKsl4Vsxbg,2012-07-02T20:12:44Z,"2012-07-02 20:12:44","Real Questions | Radiation Therapy with Susan McCloskey, MD: Side-effects of breast radiation?”","What are the side-effects of breast radiation therapy? Learn more at http://radonc.ucla.edu/","Susan McCloskey MD,Radiation Oncology,Breast Cancer,UCLA Radiation Oncology,Radiation Therapy,Breast Radiation Therapy",28,"Science & Technology","Health,Knowledge",PT1M22S,82,2d,hd,false,,,https://i.ytimg.com/vi/9iKsl4Vsxbg/maxresdefault.jpg,,,,,1551,5,,0,1
2502,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",NtwditIn57Q,2012-07-02T20:12:44Z,"2012-07-02 20:12:44","Real Questions | Susan McCloskey, MD: What is the schedule for radiation delivery & what to expect?","What is the schedule for radiation delivery? And what should I expect each day when I come for radiation? Learn more at http://radonc.ucla.edu/","Susan McCloskey MD,Radiation Oncology,Breast Cancer,UCLA Radiation Oncology,Radiation Therapy",28,"Science & Technology","Health,Knowledge",PT59S,59,2d,hd,false,,,https://i.ytimg.com/vi/NtwditIn57Q/maxresdefault.jpg,,,,,1228,4,,0,0
2503,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",d1LgoOVWQ98,2012-07-02T20:12:44Z,"2012-07-02 20:12:44","Real Questions | Radiation Therapy - Dr. Susan McCloskey, MD: Alternatives to the 6 1/2 week course?","Are there alternatives to the standard six-and-a-half-week course of radiation therapy? Learn more at http://radonc.ucla.edu/","Susan McCloskey MD,Radiation Oncology,Breast Cancer,UCLA Radiation Oncology,Radiation Therapy",28,"Science & Technology","Health,Knowledge",PT1M49S,109,2d,hd,false,,,https://i.ytimg.com/vi/d1LgoOVWQ98/maxresdefault.jpg,,,,,3968,12,,0,1
2504,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",3p5bCz1iEBM,2012-07-02T20:12:07Z,"2012-07-02 20:12:07","Real Questions | Susan McCloskey: How Important is Radiation Therapy for Women with Breast Cancer?","How important is radiation therapy for women with breast cancer? Learn more at http://radonc.ucla.edu/","Susan McCloskey MD,Radiation Oncology,Breast Cancer,UCLA Radiation Oncology,Radiation Therapy",28,"Science & Technology","Health,Knowledge",PT49S,49,2d,hd,false,,,https://i.ytimg.com/vi/3p5bCz1iEBM/maxresdefault.jpg,,,,,1600,4,,0,0
2505,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",NmfQc0NIQTM,2012-07-02T20:11:51Z,"2012-07-02 20:11:51","Real Questions | Radiation Therapy: How Does Radiation Work?","How does radiation work? Learn more at http://radonc.ucla.edu/","Susan McCloskey MD,Radiation Oncology,Breast Cancer,UCLA Radiation Oncology,Radiation Therapy",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,,https://i.ytimg.com/vi/NmfQc0NIQTM/maxresdefault.jpg,,,,,3067,10,,0,0
2506,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",681QzeSge9U,2012-06-28T23:40:47Z,"2012-06-28 23:40:47","Directions & Parking | UCLA Surgery Center - Santa Monica",http://uclahealth.org/SurgeryCenterSantaMonica,"UCLA outpatient surgery center,Santa Monica,ambulatory",28,"Science & Technology",Health,PT1M38S,98,2d,sd,false,,,,,,,,4217,5,,0,1
2507,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",BNm_eNrBKpw,2012-06-15T23:12:03Z,"2012-06-15 23:12:03","Endoscopic Removal of a Juvenile Nasal Angiofibroma | UCLA","Learn more at http://headandnecksurgery.ucla.edu","juvenile nasal angiofibroma,JNA,UCLA,ENT,head and neck surgery,nasal,Dr. Daekeun Joo,Dr. Dinesh Chhetri,Dr. Marilene Wang",28,"Science & Technology","Health,Knowledge",PT5M44S,344,2d,sd,false,,,,,,,,34105,182,,0,13
2508,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",XjMz_uq3Tq4,2012-05-24T20:01:57Z,"2012-05-24 20:01:57","UCLA Face Transplant Procedure","The UCLA Face Transplantation Program, the first of its kind in the western United States, is seeking candidates to participate in a clinical trial and be followed for five years after the surgery. Candidates for the clinical trial will undergo a thorough evaluation to determine whether they meet criteria to participate. The evaluation includes a comprehensive medical history and physical, lab tests, X-rays and a psychological exam. Approved participants will be placed on a waiting list until the center identifies a suitable match from a donor. For more information or to learn more about face transplantation at UCLA, call (310) 794-2558 or visit us at http://facetransplant.ucla.edu.","UCLA,face,transplant,transplantation,Dr.,Kodi,Azari,reconstructive",28,"Science & Technology",Health,PT1M21S,81,2d,hd,false,,,https://i.ytimg.com/vi/XjMz_uq3Tq4/maxresdefault.jpg,,,,,77407,368,,0,18
2509,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Lf6xVrOh5BM,2012-05-18T22:03:01Z,"2012-05-18 22:03:01","Real Questions | Sterotactic Body Radiation Therapy (SBRT)","What is Sterotactic Body Radiation Therapy or SBRT? Learn more at http://radonc.ucla.edu/","Percy Lee MD,radiation oncology,UCLA Radiation Oncology,cancer,SBRT",28,"Science & Technology","Health,Knowledge",PT1M20S,80,2d,hd,false,,,https://i.ytimg.com/vi/Lf6xVrOh5BM/maxresdefault.jpg,,,,,13219,11,,0,1
2510,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",9rlo0kqQPFo,2012-05-14T23:47:05Z,"2012-05-14 23:47:05","UCLA School of Nursing Visionary Leadership Award: Heidi Crooks","UCLA School of Nursing is proud to award the Visionary Leadership Award to Heidi Crooks, a visionary leader in health care who has continually transformed the department of nursing. She is currently the chief nursing officer and senior associate director of operations and patient care services at UCLA Medical Center, and assistant dean at the UCLA School of Nursing. To learn more about the UCLA School of Nursing, please visit http://nursing.ucla.edu/.","UCLA School of Nursing,Heidi Crooks,visionary leadership award,tribute video",27,Education,"Health,Knowledge",PT2M18S,138,2d,hd,false,,,https://i.ytimg.com/vi/9rlo0kqQPFo/maxresdefault.jpg,,,,,1550,6,,0,1
2511,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",PKRAWbq48OY,2012-05-03T21:51:55Z,"2012-05-03 21:51:55","Introduction to Mindful Awareness | Diana Winston - UCLA Health","UCLA Health System - Health Lectures http://uclahealth.org/calendar Learn mindful awareness, the art of paying attention to the present moment. Diana Winston, director of Mindfulness Education, discusses how mindfulness can reduce stress, improve attention, boost the immune system, reduce emotional reactivity, and promote well-being. More information on the UCLA Mindful Awareness Research Center can be found at http://MARC.ucla.edu.","mindful awareness,UCLA MARC,mindfulness education,Diana Winston,reduce stress,improve attention,promote well-being",28,"Science & Technology","Health,Knowledge",PT1H16M1S,961,2d,hd,false,,en,https://i.ytimg.com/vi/PKRAWbq48OY/maxresdefault.jpg,,,,,208666,1584,,0,76
2512,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",WveeZhQk0lQ,2012-05-03T01:48:49Z,"2012-05-03 01:48:49","Sleep Disorders | Dr. Ravi Aysola - UCLA Health","UCLA Health - Health Lectures http://uclahealth.org/calendar Ravi Aysola, M.D., UCLA pulmonologist, discusses common sleep disorders, their impact on cardiovascular and overall health, and strategies to deal with sleep problems","sleep disorders,UCLA pulmonology,Dr. Ravi Aysola,sleep problems",28,"Science & Technology","Health,Knowledge",PT1H27M49S,1669,2d,hd,false,,,https://i.ytimg.com/vi/WveeZhQk0lQ/maxresdefault.jpg,,,,,46516,309,,0,43
